VendorNumber,VendorName,Brand,PurchasePrice,Description,Actual_price,Volume,TotalPurchaseQuantity,Total_Purchase_Dollars,Total_Sales_Quantity,Total_Sales_Dollars,Total_Sales_Price,Total_Excise_Tax,TotalFreight,Profit,ROI,Profit_Margin,StockTurnover,Sales_Per_Purchase
3252,E & J GALLO WINERY,8450,13.86,E & J Brandy VS,18.99,1750.0,9424,130616.64,9420.0,187580.8,112828.32999999999,17312.55,61966.91,56964.15999999999,0.4361171746570727,30.367798836554698,-4.0,0.9995755517826825
4692,KOBRAND CORPORATION,8627,5.47,Jadot Beaujolais Villages,9.99,750.0,23791,130136.77,23741.0,222471.82,72118.98,2656.39,9139.38,92335.05,0.7095231424600441,41.50415544764276,-50.0,0.997898364927914
660,SAZERAC NORTH AMERICA INC.,3216,7.68,Fleischmanns X Dry Gin,11.99,1750.0,16925,129984.0,16805.0,177247.95,78266.47,30878.239999999998,17932.33,47263.95000000001,0.36361359859675046,26.665442392986776,-120.0,0.9929098966026588
10754,PERFECTA WINES,43225,18.29,Ch Beauchene Chtnf Pape RSV,32.99,750.0,7101,129877.29,6445.0,184491.55,96501.79,717.41,28720.52,54614.259999999995,0.4205066182086183,29.602580714401284,-656.0,0.9076186452612308
9552,M S WALKER INC,3896,2.63,Zhenka Vodka,3.29,375.0,49339,129761.56999999999,49146.0,161690.34,61875.03,19326.2,55551.82,31928.770000000004,0.24605721092924512,19.746863046982277,-193.0,0.996088287156205
3960,DIAGEO NORTH AMERICA INC,5219,13.23,Sambuca Romana Black,17.99,750.0,9801,129667.23,9808.0,192403.91999999998,112822.59,7726.7,257032.07,62736.68999999999,0.4838284121593404,32.60676289755426,7.0,1.000714212835425
9552,M S WALKER INC,12220,5.48,Angeline Pnt Nr,12.99,750.0,23446,128484.08,23606.0,223629.58000000002,77503.37,2640.4500000000003,55551.82,95145.50000000001,0.7405236508678742,42.54602633515656,160.0,1.0068241917597884
3252,E & J GALLO WINERY,10421,5.9,Barefoot Moscato Cal,8.79,1500.0,21763,128401.7,20739.0,219454.37,100633.87,4644.17,61966.91,91052.67,0.7091235552177269,41.490479319231596,-1024.0,0.9529476634655148
3960,DIAGEO NORTH AMERICA INC,1424,9.69,Bulleit Bourbon,14.99,375.0,13226,128159.94,12359.0,178095.41,103200.08,4851.16,257032.07,49935.47,0.3896339995165416,28.03860582369866,-867.0,0.9344473007712082
10754,PERFECTA WINES,45822,5.37,Masciarelli Montepulciano,9.99,750.0,23851,128079.87,22599.0,214213.21,79858.48,2526.14,28720.52,86133.34,0.6724970910729375,40.209163571191525,-1252.0,0.9475074420359734
10000,MAJESTIC FINE WINES,45848,6.63,Kendall Jackson Summation Re,11.99,750.0,19289,127886.07,17401.0,185907.03,68697.57,1945.0900000000001,17587.59,58020.95999999999,0.45369257183366407,31.20966431446944,-1888.0,0.9021203794909015
2555,DISARONNO INTERNATIONAL LLC,538,7.96,Amaretto DiSaronno,12.99,375.0,16065,127877.4,15596.0,208951.04,116137.98,6122.29,5861.03,81073.64000000001,0.6339950608942629,38.80030460724197,-469.0,0.970806100217865
7245,PROXIMO SPIRITS INC.,4187,12.85,Kraken Black Spiced Rum,17.99,750.0,9933,127639.04999999999,9737.0,190625.62999999998,128262.65,7673.110000000001,38994.78,62986.57999999999,0.4934742149835806,33.04203112666434,-196.0,0.9802677942212826
12546,JIM BEAM BRANDS COMPANY,3310,4.34,Pinnacle Vodka,6.99,375.0,29360,127422.4,28977.0,173753.23,86829.47,11386.64,123880.97,46330.830000000016,0.3636003559813661,26.664730203864416,-383.0,0.9869550408719346
3252,E & J GALLO WINERY,3511,7.24,New Amsterdam Vodka,9.99,750.0,17593,127373.31999999999,16621.0,172716.79,101307.77,13092.25,61966.91,45343.470000000016,0.35598875808528835,26.253075916938943,-972.0,0.9447507531404535
8004,SAZERAC CO INC,3636,5.03,Dr McGillicuddy's Mentholmnt,7.49,375.0,25233,126921.98999999999,25022.0,172791.78,88515.24,9828.960000000001,50293.62,45869.79000000001,0.3614014403650621,26.546280152910057,-211.0,0.9916379344509174
3664,WILLIAM GRANT & SONS INC,2125,36.76,Glenfiddich 14 Yr Barrel Rsv,49.99,750.0,3449,126785.24,2861.0,145728.39,109417.58,2255.59,30234.420000000002,18943.15000000001,0.1494113194879783,12.99894275919744,-588.0,0.8295158016816468
9815,WINE GROUP INC,23095,4.76,Glen Ellen Cab Svgn RSV,6.99,1500.0,26605,126639.8,25730.0,179852.7,72996.57,5768.12,27100.41,53212.90000000001,0.4201909668208573,29.586934196706533,-875.0,0.9671114452170645
480,BACARDI USA INC,4066,12.85,Bacardi Oakheart Spiced Rum,21.99,1750.0,9852,126598.2,10719.0,219417.81,142474.66999999998,19700.03,89286.27,92819.61,0.7331826992800846,42.30267816454827,867.0,1.0880024360535931
12546,JIM BEAM BRANDS COMPANY,1348,11.84,Knob Creek Bourbon,17.99,375.0,10660,126214.40000000001,10319.0,180410.81,129716.04999999999,4045.05,123880.97,54196.40999999999,0.429399577227321,30.040555773792043,-341.0,0.9680112570356473
1128,BROWN-FORMAN CORP,1060,21.7,Jack Daniels Bruins Glass Pk,31.99,1000.0,5810,126077.0,4750.0,138180.5,62122.899999999994,4987.5,68601.68,12103.5,0.09600085661936753,8.759195400219278,-1060.0,0.8175559380378657
4425,MARTIGNETTI COMPANIES,23739,7.25,Liberty School Cab Svgn,12.99,750.0,17319,125562.75,17253.0,221735.87,80911.5,1928.63,144929.24,96173.12,0.7659367129184411,43.37282912322666,-66.0,0.996189156417807
12546,JIM BEAM BRANDS COMPANY,4194,9.48,Calico Jack Coconut Rum,12.99,1750.0,13244,125553.12000000001,13415.0,179783.85,98404.68000000001,24651.5,123880.97,54230.729999999996,0.4319345469073169,30.164405757246826,171.0,1.0129115070975536
17035,PERNOD RICARD USA,8338,14.49,The Glenlivet 12 Yr Single,21.99,375.0,8656,125425.44,8614.0,179479.86,125206.02999999998,3377.4300000000003,123780.22,54054.419999999984,0.43096854992097283,30.11726218195177,-42.0,0.9951478743068392
2000,SOUTHERN WINE & SPIRITS NE,26945,6.77,Ferrari-Carano Fume Bl,12.49,750.0,18479,125102.83,17068.0,210229.32,70850.52,1909.27,19016.59,85126.49,0.6804521528409869,40.49220632022213,-1411.0,0.9236430542778289
12546,JIM BEAM BRANDS COMPANY,5368,15.23,Midori Melon Liqueur,19.49,750.0,8198,124855.54,8176.0,171642.74,113793.42,6441.650000000001,123880.97,46787.2,0.3747306687392486,27.25847886138383,-22.0,0.9973164186386924
6213,MHW LTD,3679,14.49,Chopin Vodka,19.99,750.0,8613,124802.37,8444.0,182523.56,120930.12,6653.28,9621.58,57721.19,0.4625007521892413,31.623966790917297,-169.0,0.9803784976198769
12546,JIM BEAM BRANDS COMPANY,1359,21.87,Knob Creek Rye,32.99,750.0,5705,124768.35,4227.0,125361.73,101105.93999999999,3333.19,123880.97,593.3799999999901,0.004755853547794694,0.4733342464243196,-1478.0,0.7409290096406661
9552,M S WALKER INC,38888,16.88,Justin Cab Svgn Paso Robles,27.99,750.0,7391,124760.08,7327.0,204836.72999999998,100095.34999999999,816.0400000000001,55551.82,80076.64999999998,0.6418451318723103,39.09291561137497,-64.0,0.9913408199161142
3252,E & J GALLO WINERY,34428,9.55,Frei Bros RSV Chard RRV,15.99,750.0,13056,124684.8,13443.0,210627.53,83600.92,1500.8400000000001,61966.91,85942.73,0.6892799282671184,40.80317990720396,387.0,1.029641544117647
1392,CONSTELLATION BRANDS INC,13940,10.45,Black Box Malbec,16.99,3000.0,11913,124490.85,11195.0,203177.05,116926.81,5037.75,79528.99,78686.19999999998,0.6320641235881993,38.72789766363868,-718.0,0.9397297070427264
9815,WINE GROUP INC,6918,10.95,Franzia Tap Cab Svgn,15.99,5000.0,11368,124479.59999999999,11466.0,190349.34,123537.97,8599.5,27100.41,65869.74,0.5291609227536079,34.60465899172543,98.0,1.0086206896551724
6785,PALM BAY INTERNATIONAL INC,8746,4.02,Cavit Pinot Grigio,6.99,750.0,30877,124125.54000000001,31126.0,212476.74,63650.740000000005,3484.75,13605.41,88351.19999999998,0.711789048410182,41.58158676568549,249.0,1.008064254947048
3924,HEAVEN HILL DISTILLERIES,3989,11.93,Deep Eddy Lemon Vodka,15.99,750.0,10368,123690.23999999999,8966.0,147676.34,86892.69,7061.92,14069.87,23986.100000000006,0.19392071678412143,16.24234457598286,-1402.0,0.8647762345679012
11567,CAMPARI AMERICA,408,12.97,Wild Turkey American Honey,16.99,750.0,9521,123487.37,8720.0,165112.8,114513.60999999999,6871.9800000000005,20964.81,41625.42999999999,0.3370824886788017,25.21029865643366,-801.0,0.9158701817036026
3664,WILLIAM GRANT & SONS INC,3527,21.87,Reyka Vodka,29.99,1750.0,5635,123237.45,5820.0,176974.8,120884.29999999999,10697.55,30234.420000000002,53737.34999999999,0.43604724051008836,30.364407813993854,185.0,1.0328305235137534
3664,WILLIAM GRANT & SONS INC,3347,28.56,Milagro Silver Tequila,39.99,1750.0,4313,123179.28000000001,4215.0,175782.85,128689.23000000001,7748.09,30234.420000000002,52603.56999999999,0.42704885107300505,29.92531410202986,-98.0,0.9772779967539995
9815,WINE GROUP INC,29169,10.88,Franzia Tap Merlot,15.99,5000.0,11294,122878.72,11369.0,188836.31,124803.19,8526.75,27100.41,65957.59,0.5367698328888842,34.9284467589946,75.0,1.0066406941738977
9165,ULTRA BEVERAGE COMPANY LLP,6855,15.19,Midnight Moon Apple Pie,18.99,750.0,8088,122856.72,8764.0,175192.36,118500.71999999999,6905.9400000000005,68054.7,52335.639999999985,0.4259892336373622,29.87324333093063,676.0,1.0835806132542039
12546,JIM BEAM BRANDS COMPANY,2373,10.29,Jim Beam Maple,16.99,750.0,11939,122852.31,11264.0,171594.86,110670.55,8873.72,123880.97,48742.54999999999,0.39675729337120313,28.405600260986834,-675.0,0.9434626015579194
9552,M S WALKER INC,34903,4.59,Smoking Loon Cab Svgn,6.79,750.0,26753,122796.27,25256.0,193019.74,57035.93,2828.36,55551.82,70223.46999999999,0.5718697318737774,36.38149652465597,-1497.0,0.9440436586551041
9815,WINE GROUP INC,39087,6.66,Corbett Canyon Pnt Grigio,12.99,3000.0,18426,122717.16,18412.0,215091.88,109153.45,8285.4,27100.41,92374.72,0.7527449298859263,42.94663285289989,-14.0,0.9992402040594812
3960,DIAGEO NORTH AMERICA INC,3025,9.29,Ciroc Snap Frost Vodka,11.99,375.0,13170,122349.3,13018.0,159459.82,54633.22,5115.1,257032.07,37110.520000000004,0.3033161611876815,23.27264636320297,-152.0,0.9884586180713744
17035,PERNOD RICARD USA,2017,44.77,Redbreast Irish Whiskey,63.99,750.0,2724,121953.48,2682.0,175424.18,142021.28999999998,2114.96,123780.22,53470.7,0.438451612860904,30.480803729565675,-42.0,0.9845814977973568
1128,BROWN-FORMAN CORP,8033,2.3,Jack Daniels No 7 Black,2.99,50.0,52988,121872.4,52025.0,155554.75,40131.780000000006,2712.58,68601.68,33682.350000000006,0.27637389597644757,21.6530514175877,-963.0,0.9818260738280365
12546,JIM BEAM BRANDS COMPANY,1373,10.36,Jim Beam Honey,16.99,750.0,11752,121750.72,11221.0,170762.79,112909.52,8841.69,123880.97,49012.07000000001,0.4025608226382563,28.701844236674752,-531.0,0.9548162014976175
6785,PALM BAY INTERNATIONAL INC,32368,6.45,Cavit Pinot Noir Delle Vene,9.99,1500.0,18876,121750.2,18356.0,196006.04,77646.24,4114.01,13605.41,74255.84000000001,0.6099032280850464,37.8844651930114,-520.0,0.9724517906336089
17035,PERNOD RICARD USA,2587,12.67,Jameson Irish Whiskey,18.99,375.0,9607,121720.69,9294.0,171430.56,117621.68999999999,3643.51,123780.22,49709.869999999995,0.40839293632002904,28.997087800448178,-313.0,0.9674195898823774
480,BACARDI USA INC,743,36.5,Angels Envy Whiskey,45.99,750.0,3333,121654.5,3216.0,160767.84,96280.74,2533.55,89286.27,39113.34,0.32151165801511655,24.32908223435732,-117.0,0.9648964896489649
9815,WINE GROUP INC,6574,9.99,Franzia Tap Wh Znfdl Cal,14.99,5000.0,12171,121588.29000000001,12162.0,202573.38,125765.79,9121.5,27100.41,80985.09,0.6660599470557567,39.97815013996409,-9.0,0.9992605373428641
10000,MAJESTIC FINE WINES,21208,10.32,Kendall Jackson Grand Rsv Ch,15.99,750.0,11760,121363.2,11318.0,184705.82,72220.76,1263.88,17587.59,63342.62000000001,0.5219260863260033,34.29378673611909,-442.0,0.9624149659863945
9552,M S WALKER INC,2100,7.24,Canadian Regal,9.99,1750.0,16738,121183.12,16564.0,167333.36000000002,84919.99,30435.35,55551.82,46150.24000000002,0.3808305975287649,27.57982030600474,-174.0,0.9896044927709404
8004,SAZERAC CO INC,5382,9.44,Ice 101 Peppermint Schnapps,13.99,750.0,12837,121181.28,12847.0,162437.53,97827.8,10118.02,50293.62,41256.25,0.3404506867727425,25.398225397788305,10.0,1.0007789982083042
1392,CONSTELLATION BRANDS INC,16260,7.58,The Dreaming Tree Cab Svgn,11.99,750.0,15976,121098.08,15806.0,192234.14,84196.2,1763.15,79528.99,71136.06000000001,0.5874251680951508,37.00490453984917,-170.0,0.9893590385578368
8004,SAZERAC CO INC,4939,11.59,Kapali Coffee,17.99,1750.0,10430,120883.70000000001,10477.0,172157.23,114952.22,19255.57,50293.62,51273.53,0.42415586220474716,29.782966419708305,47.0,1.0045062320230105
4692,KOBRAND CORPORATION,8072,24.99,Taittinger Brut La Francais,44.99,750.0,4832,120751.68,4465.0,173745.35,82064.12000000001,497.59000000000003,9139.38,52993.67000000001,0.43886486713890865,30.500770236440864,-367.0,0.9240480132450332
4425,MARTIGNETTI COMPANIES,43872,12.66,Joseph Carr Cab Svgn Napa,18.99,750.0,9517,120485.22,9219.0,194304.61,85644.29999999999,1028.51,144929.24,73819.38999999998,0.612684194791693,37.99157930426869,-298.0,0.9686876116423243
8112,MOET HENNESSY USA INC,2965,34.64,Ardbeg 10 Yr Single Malt Sc,46.99,750.0,3464,119992.96,3112.0,139529.88,106719.21,2453.62,48347.26,19536.92,0.16281721861015844,14.001961443670702,-352.0,0.8983833718244804
2000,SOUTHERN WINE & SPIRITS NE,39384,8.96,F Coppola Diamond Pnt Nr,14.99,750.0,13381,119893.76,13775.0,203144.57,92416.81,1536.16,19016.59,83250.81000000001,0.6943715002348747,40.9810658488189,394.0,1.0294447350721172
660,SAZERAC NORTH AMERICA INC.,4829,9.59,Mr Boston Blackberry Brandy,11.99,1750.0,12498,119855.81999999999,12599.0,162256.01,85054.32,23152.329999999998,17932.33,42400.19000000002,0.353759959257715,26.131660700888688,101.0,1.0080812930068812
10754,PERFECTA WINES,42422,7.84,Firesteed Pnt Nr Ore,15.99,750.0,15280,119795.2,14007.0,188405.93,77452.45,1564.13,28720.52,68610.73,0.5727335485895929,36.416438697019785,-1273.0,0.9166884816753926
3252,E & J GALLO WINERY,31489,5.71,Barefoot Chard Cal,8.79,1500.0,20966,119715.86,19586.0,206665.66,84338.78,4390.64,61966.91,86949.8,0.7263014273965037,42.072688805677736,-1380.0,0.9341791471906897
4692,KOBRAND CORPORATION,6162,14.19,Jadot Pouilly Fuisse,21.99,750.0,8422,119508.18,8574.0,188476.25999999998,85628.07999999999,955.4200000000001,9139.38,68968.07999999999,0.5770992412402229,36.592449362057586,152.0,1.0180479696034197
8892,TRINCHERO FAMILY ESTATES,21985,6.59,Menage a Trois Midnight,10.99,750.0,18120,119410.8,17874.0,196130.54,83082.14,1994.3,11595.97,76719.74,0.6424857718062353,39.116671987952515,-246.0,0.9864238410596027
660,SAZERAC NORTH AMERICA INC.,1637,8.13,Fleischmanns Preferred,11.49,1750.0,14639,119015.07,14560.0,169830.4,79357.35,26754.17,17932.33,50815.32999999999,0.4269655094938816,29.921221406768154,-79.0,0.9946034565202542
3252,E & J GALLO WINERY,5444,14.49,E & J Superior RSV VSOP,19.99,1750.0,8210,118962.9,8195.0,163818.05,93893.03,15061.98,61966.91,44855.149999999994,0.37705158498994223,27.381079191212443,-15.0,0.9981729598051157
3960,DIAGEO NORTH AMERICA INC,3286,36.08,Ciroc Snap Frost Vodka,47.99,1750.0,3283,118450.64,3287.0,164221.13,82856.59,6041.22,257032.07,45770.490000000005,0.3864098159368325,27.871255057129375,4.0,1.001218397806884
3960,DIAGEO NORTH AMERICA INC,4089,14.59,Capt Morgan White,22.99,1750.0,8118,118441.62000000001,8722.0,193553.78,126808.34999999999,16030.05,257032.07,75112.15999999999,0.6341703195211277,38.80686804463338,604.0,1.0744025622074402
480,BACARDI USA INC,4221,12.94,Bacardi Gold Rum Traveler,17.99,1750.0,9143,118310.42,11823.0,213320.77,93253.85999999999,21724.91,89286.27,95010.34999999999,0.8030598657328746,44.538724475821084,2680.0,1.2931204199934376
3089,SIDNEY FRANK IMPORTING CO,5401,4.64,Jagermeister Liqueur,5.99,200.0,25421,117953.44,24984.0,138351.16,73027.81,5246.64,8549.55,20397.72,0.17293026807865883,14.743439809250605,-437.0,0.9828094882184021
11567,CAMPARI AMERICA,3837,0.72,Skyy Vodka,0.99,50.0,163375,117630.0,162879.0,161250.21,18428.85,8543.59,20964.81,43620.20999999999,0.3708255547054322,27.051257793710775,-496.0,0.996964039785769
12546,JIM BEAM BRANDS COMPANY,676,8.65,Pinnacle Whipped Vodka,10.99,750.0,13529,117025.85,13497.0,149096.03,93977.82,10632.06,123880.97,32070.179999999993,0.27404355533414193,21.509747777992473,-32.0,0.9976347106216276
3960,DIAGEO NORTH AMERICA INC,3495,23.52,Ketel One Citroen Vodka,38.99,1750.0,4960,116659.2,4624.0,165384.76,109247.79000000001,8499.07,257032.07,48725.56000000001,0.4176743883037087,29.461940749558792,-336.0,0.932258064516129
9819,TREASURY WINE ESTATES,17176,5.23,Beringer Classic Chard,7.99,1500.0,22293,116592.39,23482.0,198440.18,68279.78,5269.95,14836.57,81847.79,0.7019994186584562,41.24557335112274,1189.0,1.053335127618535
12546,JIM BEAM BRANDS COMPANY,4313,19.42,Sauza Blue Silver Tequila,26.99,1750.0,6000,116520.0,5675.0,154464.25,112776.62,10431.82,123880.97,37944.25,0.32564581187778924,24.565069263599828,-325.0,0.9458333333333333
17035,PERNOD RICARD USA,32749,5.26,Brancott Svgn Bl Marlboro,10.49,750.0,22126,116382.76,21989.0,203016.11,57499.950000000004,2463.29,123780.22,86633.34999999999,0.7443830168660719,42.67314056997743,-137.0,0.9938081894603634
3960,DIAGEO NORTH AMERICA INC,3396,13.73,Smirnoff Vanilla Vodka,22.99,1750.0,8468,116265.64,8584.0,175850.15999999997,119601.93,15777.01,257032.07,59584.519999999975,0.512486062090227,33.88368824913209,116.0,1.0136986301369864
17035,PERNOD RICARD USA,2586,2.21,Jameson Irish Whiskey,2.99,50.0,52589,116221.69,51307.0,153407.93,41719.47,2673.59,123780.22,37186.23999999999,0.31995955316086,24.240102842141205,-1282.0,0.9756222784232444
3924,HEAVEN HILL DISTILLERIES,4563,12.14,Christian Bros Brandy,16.99,1750.0,9567,116143.38,9628.0,173593.72,112257.95999999999,17695.67,14069.87,57450.34,0.49465014708543864,33.09471102986905,61.0,1.0063760844569876
8352,LUXCO INC,1174,15.87,Rebel Yell,19.99,1750.0,7292,115724.04,7131.0,147438.69,100689.34999999999,13107.27,10261.6,31714.65000000001,0.27405412047488154,21.51039866130119,-161.0,0.977921009325288
3960,DIAGEO NORTH AMERICA INC,2468,22.39,Crown Royal Nrth Harvest Rye,29.99,750.0,5168,115711.52,3971.0,113966.29,83504.90999999999,3130.07,257032.07,-1745.2300000000105,-0.01508259506054376,-1.531356333526353,-1197.0,0.7683823529411765
9552,M S WALKER INC,34904,4.68,Smoking Loon Chard,6.79,750.0,24663,115422.84,23344.0,176844.86000000002,57211.31,2612.89,55551.82,61422.02000000002,0.5321478833825265,34.73214884503854,-1319.0,0.9465190771601184
3960,DIAGEO NORTH AMERICA INC,2755,19.68,Johnnie Walker Red Label,24.99,750.0,5856,115246.08,5755.0,143817.44999999998,105082.95,4536.79,257032.07,28571.36999999998,0.24791619810409152,19.86641398522918,-101.0,0.9827527322404371
3960,DIAGEO NORTH AMERICA INC,2494,31.0,Crown Royal Regal Apple,39.99,1750.0,3703,114793.0,3851.0,180958.49000000002,139137.39,7079.63,257032.07,66165.49000000002,0.5763895882153095,36.563904793856324,148.0,1.03996759384283
9552,M S WALKER INC,41072,8.16,Angeline Pnt Nr Rsv,13.99,750.0,14058,114713.28,14310.0,190470.9,78285.07,1597.71,55551.82,75757.62,0.6604084548885708,39.7738552188287,252.0,1.0179257362355953
9165,ULTRA BEVERAGE COMPANY LLP,3654,39.39,Patron Reposado Tequila,53.99,750.0,2904,114388.56,2753.0,147999.47,112866.02,2171.1,68054.7,33610.91,0.29383104394355525,22.710155651233077,-151.0,0.9480027548209367
8004,SAZERAC CO INC,3237,18.17,Firefly Sweet Tea Vodka,25.99,1750.0,6292,114325.64,5976.0,151349.24,93910.04,10983.01,50293.62,37023.59999999999,0.32384336532032526,24.462362678530788,-316.0,0.9497774952320407
12546,JIM BEAM BRANDS COMPANY,3502,8.14,Pinnacle Vodka,10.99,750.0,14035,114244.90000000001,13867.0,157942.33000000002,104819.33,10924.59,123880.97,43697.43000000001,0.3824891089230242,27.666699611180867,-168.0,0.9880299251870324
9819,TREASURY WINE ESTATES,41253,6.09,Ch St Jean Cab Svgn Cal,9.99,750.0,18750,114187.5,19284.0,194248.56,66711.77,2157.41,14836.57,80061.06,0.7011368144499178,41.21578044130674,534.0,1.02848
3960,DIAGEO NORTH AMERICA INC,3871,8.2,Smirnoff Watermelon Vodka,10.99,750.0,13903,114004.6,13637.0,163212.63,98559.09,10741.64,257032.07,49208.03,0.431631969236329,30.149645894438436,-266.0,0.9808674386822988
9552,M S WALKER INC,3038,7.13,Zhenka Raspberry Vodka,9.99,1750.0,15984,113965.92,15887.0,161886.13,80559.28,29192.21,55551.82,47920.21000000001,0.4204784202154469,29.601183251462004,-97.0,0.9939314314314315
3960,DIAGEO NORTH AMERICA INC,3316,8.88,Ciroc Peach Vodka,11.99,375.0,12815,113797.2,12459.0,152526.41,46352.91,4896.9,257032.07,38729.21000000001,0.3403353509576686,25.391805917414565,-356.0,0.9722200546234882
1392,CONSTELLATION BRANDS INC,41751,6.2,Clos du Bois Pnt Grigio Cal,8.99,750.0,18344,113732.8,16563.0,157241.37,58262.380000000005,1851.01,79528.99,43508.56999999999,0.38255076811614586,27.669925541859623,-1781.0,0.9029110335804623
7245,PROXIMO SPIRITS INC.,77,10.39,Three Olives Espresso Vodka,12.99,750.0,10932,113583.48000000001,10429.0,143416.71,85655.8,8214.33,38994.78,29833.22999999998,0.2626546571737367,20.80178104768962,-503.0,0.9539882912550312
7245,PROXIMO SPIRITS INC.,3766,9.35,Three Olives Grape Vodka,12.99,750.0,12125,113368.75,12201.0,161089.99,90124.93000000001,9609.1,38994.78,47721.23999999999,0.4209382215116599,29.623963599476287,76.0,1.0062680412371134
3960,DIAGEO NORTH AMERICA INC,3923,106.34,Don Julio 1942 Anejo Tequila,133.99,750.0,1066,113358.44,1021.0,136151.79,118659.1,805.63,257032.07,22793.350000000006,0.20107325047874694,16.741131350531642,-45.0,0.9577861163227017
3960,DIAGEO NORTH AMERICA INC,4385,16.54,Parrot Bay 90 Coconut Capt,22.99,1750.0,6853,113348.62,6837.0,167640.63,112987.01,12566.58,257032.07,54292.01000000001,0.47898254076670727,32.38594963524058,-16.0,0.9976652560922223
2561,EDRINGTON AMERICAS,2989,192.59,The Macallan 18 Yr Old,259.99,750.0,588,113242.92,502.0,130514.98000000001,107375.87000000001,396.08,9654.5,17272.060000000012,0.1525222062447702,13.233775923652605,-86.0,0.8537414965986394
9815,WINE GROUP INC,27350,10.8,Almaden Cab Svgn Cal B/B,17.99,5000.0,10476,113140.8,10492.0,173797.08,111520.98999999999,7869.0,27100.41,60656.279999999984,0.5361132323618004,34.9006323926731,16.0,1.0015273004963727
10754,PERFECTA WINES,18743,6.8,Ca'Momi Merlot Napa Valley,9.99,750.0,16616,112988.8,14701.0,154967.99,47540.43,1646.31,28720.52,41979.18999999999,0.37153408125407106,27.088942690680824,-1915.0,0.8847496389022629
9552,M S WALKER INC,31909,12.9,Catena Lunlunta Malbec Argn,19.99,750.0,8758,112978.20000000001,9809.0,187011.91,93670.12,1092.18,55551.82,74033.70999999999,0.6552919943847573,39.587697917207514,1051.0,1.1200045672527974
480,BACARDI USA INC,3830,18.45,Grey Goose L'Orange Vodka,23.99,750.0,6120,112914.0,6400.0,157610.0,101188.04,5042.76,89286.27,44696.0,0.3958410825938325,28.358606687392935,280.0,1.0457516339869282
12546,JIM BEAM BRANDS COMPANY,4682,26.92,Courvoisier VSOP Cognac,34.99,750.0,4193,112875.56000000001,3833.0,137866.67,96514.22,3021.34,123880.97,24991.11,0.2214040842853847,18.127013584936808,-360.0,0.9141426186501311
660,SAZERAC NORTH AMERICA INC.,4916,7.87,Mr Boston Coffee Brandy,11.99,1750.0,14338,112840.06,14187.0,165412.13,89945.55,26069.17,17932.33,52572.07000000001,0.4658989901281514,31.78247568663798,-151.0,0.9894685451248431
9815,WINE GROUP INC,24875,4.57,Glen Ellen Merlot RSV,6.99,1500.0,24687,112819.59000000001,23589.0,164887.11000000002,70571.04000000001,5286.97,27100.41,52067.520000000004,0.4615113385893354,31.57767760014715,-1098.0,0.955523149835946
17035,PERNOD RICARD USA,5750,8.69,Malibu Rum Traveler,11.99,750.0,12969,112700.61,12684.0,162655.16,89114.87,9989.81,123780.22,49954.55,0.4432500409713843,30.711936836187675,-285.0,0.9780245200092529
9819,TREASURY WINE ESTATES,35914,5.51,Stone Cellars Chard,8.99,1500.0,20444,112646.44,20468.0,185085.32,64575.82,4593.32,14836.57,72438.88,0.643064086179732,39.13810128215463,24.0,1.0011739385638818
1128,BROWN-FORMAN CORP,1595,10.93,Gentleman Jack,15.99,375.0,10266,112207.38,10189.0,151074.11000000002,100860.45,3996.9100000000003,68601.68,38866.73000000001,0.3463830097449919,25.726929650619823,-77.0,0.9924995129553867
6213,MHW LTD,2482,78.73,Clase Azul Reposado Tequila,99.99,750.0,1424,112111.52,1054.0,95499.45999999999,79331.25,831.32,9621.58,-16612.060000000012,-0.14817442489406987,-17.394925583872425,-370.0,0.7401685393258427
4425,MARTIGNETTI COMPANIES,17345,6.01,Bogle Essential Red,8.95,750.0,18650,112086.5,18136.0,186549.84,73220.31,2025.72,144929.24,74463.34,0.664338167397501,39.916056749231196,-514.0,0.9724396782841823
8112,MOET HENNESSY USA INC,2619,51.58,Glenmorangie Original 10 Yr,64.99,1750.0,2162,111515.95999999999,2221.0,148432.78999999998,116162.65,4083.42,48347.26,36916.82999999999,0.33104526024795006,24.87107464597276,59.0,1.0272895467160037
4425,MARTIGNETTI COMPANIES,21609,9.58,Josh Cellars Legacy Red,14.99,750.0,11626,111377.08,10977.0,156988.39,60905.32,1226.81,144929.24,45611.31000000001,0.40952151017067434,29.05393831989742,-649.0,0.9441768450025805
3960,DIAGEO NORTH AMERICA INC,3054,8.14,Smirnoff Kissed Caramel,12.99,750.0,13670,111273.8,13722.0,161026.78,83612.14,10806.7,257032.07,49752.979999999996,0.4471221437571108,30.89733272937582,52.0,1.0038039502560352
9165,ULTRA BEVERAGE COMPANY LLP,984,20.63,Patron XO Cafe Liqueur,25.99,750.0,5380,110989.4,5482.0,143414.18,99821.86,4320.84,68054.7,32424.78,0.29214303347887277,22.609186901880975,102.0,1.0189591078066915
12546,JIM BEAM BRANDS COMPANY,1394,12.68,Makers Mark,16.49,375.0,8682,110087.76,8381.0,142141.19,104122.09999999999,3284.7400000000002,123880.97,32053.430000000008,0.29116252342676435,22.550416244580482,-301.0,0.9653305689933195
